Fecha,Vendedor,Sede,Rubro,Marca,Importe,Comision_x_venta,Fecha_Venta,Satisfaccion_Cliente,Prioridad_Pedido,Fecha_Venta_Respaldo
19/01/2022,Timmy Ashlin,Villa Soldati,Equipos De Audio,Synology,355994.0,18163,2026-05-10,3,2,2026/05/10
21/06/2022,Em Edmonson,Ezpeleta,Tv,Access,152695.0,22109,,3,3,12-05-2026
30/01/2022,Humfried Woodberry,Avellaneda,Equipos De Video,Samsonite,133354.0,21236,2026-05-15,1,1,2026/05/15
08/05/2022,Juliet Glynne,Paternal,Notebook,Trust,117094.0,23056,,1,2,18-05-2026
26/01/2022,Arvin Bernhardi,San Nicolás,Notebook,Synology,322962.0,22484,2026-05-10,1,3,2026/05/10
03/01/2022,Dorotea Brandolini,Paternal,Notebook,Xiaomi,321203.0,21934,,4,1,12-05-2026
18/02/2022,Ursuline Castilla,Ezeiza,Electrodomésticos,Ubiquity,201520.0,23544,2026-05-15,3,2,2026/05/15
12/04/2022,Em Edmonson,Floresta,Equipos De Audio,Vodafone,241507.0,19019,,4,3,18-05-2026
25/05/2022,Barde Benoist,San Nicolás,Equipos De Audio,Trust,334255.0,25390,2026-05-10,5,1,2026/05/10
01/06/2022,Dorotea Brandolini,Recoleta,Notebook,LG,383326.0,17509,,4,2,12-05-2026
18/05/2022,Christel Zambonini,Flores,Pc Armada,Digitus,247874.0,18629,2026-05-15,1,3,2026/05/15
22/02/2022,Angelita Lambkin,Ezeiza,Pc Armada,Startech,342590.0,19691,,4,1,18-05-2026
11/04/2022,Humfried Woodberry,Floresta,Notebook,Conceptronic,220768.0,22895,2026-05-10,3,2,2026/05/10
07/03/2022,Arvin Bernhardi,Paternal,Equipos De Video,Millenium,322288.0,17945,,3,3,12-05-2026
24/03/2022,Humfried Woodberry,Paternal,Notebook,Access,348714.0,25244,2026-05-15,1,1,2026/05/15
19/01/2022,Barde Benoist,Palermo,Electrodomésticos,Startech,167970.0,25292,,5,2,18-05-2026
18/06/2022,Cecil Apted,Paternal,Notebook,Synology,248332.0,21152,2026-05-10,1,3,2026/05/10
28/01/2022,Constantine Creeber,Ezeiza,Tv,Xiaomi,316954.0,21872,,1,1,12-05-2026
09/03/2022,Arvin Bernhardi,Ezpeleta,Pc Armada,Engel,369365.0,23766,2026-05-15,1,2,2026/05/15
02/06/2022,Juliet Glynne,Ezeiza,Electrodomésticos,Xiaomi,296856.0,22604,,1,3,18-05-2026
18/05/2022,Dallis Beefon,Villa Bosch,Notebook,Samsung,247652.0,19235,2026-05-10,4,1,2026/05/10
23/06/2022,Pennie Hess,Flores,Tv,Engel,445121.0,21617,,1,2,12-05-2026
23/02/2022,Em Edmonson,San Nicolás,Equipos De Video,Corsair,265033.0,24377,2026-05-15,4,3,2026/05/15
02/03/2022,Dallis Beefon,Ezeiza,Electrodomésticos,Belkin,458624.0,19759,,3,1,18-05-2026
04/06/2022,Pennie Hess,Floresta,Tv,Toshiba,162756.0,23806,2026-05-10,2,2,2026/05/10
07/06/2022,Dallis Beefon,Villa Bosch,Pc Armada,Ubiquity,203898.0,23105,,3,3,12-05-2026
22/02/2022,Christel Zambonini,Avellaneda,Pc Armada,Startech,258904.0,19473,2026-05-15,4,1,2026/05/15
25/01/2022,Ursuline Castilla,Chacarita,Pc Armada,Startech,382837.0,18651,,5,2,18-05-2026
08/03/2022,Em Edmonson,San Nicolás,Electrodomésticos,Kensington,457018.0,24618,2026-05-10,3,3,2026/05/10
10/06/2022,Angelita Lambkin,Avellaneda,Notebook,Vodafone,162499.0,24094,,1,1,12-05-2026
26/06/2022,Em Edmonson,Villa Crespo,Equipos De Audio,Conceptronic,197456.0,20132,2026-05-15,5,2,2026/05/15
27/05/2022,Christel Zambonini,Villa Crespo,Equipos De Video,Nord,293005.0,23265,,4,3,18-05-2026
23/03/2022,Juliet Glynne,Floresta,Equipos De Video,Belkin,148417.0,20720,2026-05-10,5,1,2026/05/10
05/02/2022,Juliet Glynne,Recoleta,Tv,Nord,375361.0,23167,,4,2,12-05-2026
26/05/2022,Barde Benoist,Villa Bosch,Notebook,LG,389942.0,22286,2026-05-15,4,3,2026/05/15
01/05/2022,Humfried Woodberry,Palermo,Equipos De Video,Huawei,219905.0,21419,,4,1,18-05-2026
22/02/2022,Mufi Panchin,San Nicolás,Pc Armada,Wacom,118917.0,21691,2026-05-10,4,2,2026/05/10
18/02/2022,Dorotea Brandolini,Villa Crespo,Tv,Kensington,159596.0,20802,,3,3,12-05-2026
17/06/2022,Ursuline Castilla,Flores,Notebook,Digitus,458199.0,21928,2026-05-15,2,1,2026/05/15
19/02/2022,Timmy Ashlin,San Nicolás,Notebook,Corsair,418988.0,22586,,3,2,18-05-2026
18/04/2022,Dallis Beefon,Villa Crespo,Equipos De Video,Trust,118423.0,23138,2026-05-10,3,3,2026/05/10
16/04/2022,Constantine Creeber,Villa Soldati,Electrodomésticos,Wacom,177940.0,22815,,2,1,12-05-2026
17/04/2022,Constantine Creeber,Paternal,Tv,Netgear,275529.0,23828,2026-05-15,1,2,2026/05/15
07/04/2022,Arvin Bernhardi,Boedo,Equipos De Video,Synology,457951.0,20525,,3,3,18-05-2026
05/01/2022,Em Edmonson,Villa Bosch,Notebook,LG,162237.0,16647,2026-05-10,4,1,2026/05/10
27/06/2022,Timmy Ashlin,Chacarita,Tv,Samsung,221019.0,22699,,5,2,12-05-2026
18/03/2022,Ursuline Castilla,Flores,Equipos De Video,Netgear,402604.0,23559,2026-05-15,4,3,2026/05/15
18/04/2022,Ursuline Castilla,San Nicolás,Pc Armada,Xiaomi,188279.0,18151,,5,1,18-05-2026
05/03/2022,Angelita Lambkin,Floresta,Equipos De Video,Kensington,207044.0,23618,2026-05-10,1,2,2026/05/10
04/06/2022,Pennie Hess,Chacarita,Tv,Huawei,215131.0,17643,,1,3,12-05-2026
26/02/2022,Ursuline Castilla,Villa Soldati,Notebook,Kensington,179420.0,24863,2026-05-15,5,1,2026/05/15
27/01/2022,Christel Zambonini,Recoleta,Tv,Nord,284781.0,21241,,5,2,18-05-2026
02/02/2022,Em Edmonson,Villa Crespo,Equipos De Audio,Xiaomi,336159.0,24710,2026-05-10,5,3,2026/05/10
17/06/2022,Timmy Ashlin,Ezeiza,Notebook,Netgear,391814.0,23466,,5,1,12-05-2026
24/02/2022,Juliet Glynne,Paternal,Notebook,Nord,331181.0,23717,2026-05-15,3,2,2026/05/15
16/03/2022,Em Edmonson,San Nicolás,Equipos De Audio,Trust,438852.0,25460,,4,3,18-05-2026
29/01/2022,Constantine Creeber,San Nicolás,Tv,Xiaomi,105582.0,19046,2026-05-10,2,1,2026/05/10
01/04/2022,Ursuline Castilla,San Martín,Tv,Kensington,164962.0,18307,,2,2,12-05-2026
21/06/2022,Mufi Panchin,Recoleta,Tv,Wacom,219336.0,24445,2026-05-15,1,3,2026/05/15
21/04/2022,Arvin Bernhardi,Paternal,Tv,Millenium,386667.0,22694,,5,1,18-05-2026
31/03/2022,Angelita Lambkin,Paternal,Tv,Trust,198108.0,17490,2026-05-10,4,2,2026/05/10
18/04/2022,Cecil Apted,Boedo,Electrodomésticos,Ubiquity,183234.0,22552,,1,3,12-05-2026
29/05/2022,Dorotea Brandolini,Villa Bosch,Tv,Synology,114639.0,19874,2026-05-15,5,1,2026/05/15
30/04/2022,Timmy Ashlin,Floresta,Electrodomésticos,Samsung,136423.0,20084,,1,2,18-05-2026
08/01/2022,Pennie Hess,Villa Bosch,Pc Armada,Samsonite,285657.0,20290,2026-05-10,5,3,2026/05/10
30/01/2022,Mufi Panchin,Chacarita,Tv,Belkin,336582.0,24316,,5,1,12-05-2026
17/01/2022,Cecil Apted,Recoleta,Notebook,Millenium,384210.0,18811,2026-05-15,2,2,2026/05/15
07/04/2022,Timmy Ashlin,Ezeiza,Electrodomésticos,Corsair,141516.0,24904,,2,3,18-05-2026
03/06/2022,Cecil Apted,Villa Crespo,Equipos De Video,LG,204789.0,22945,2026-05-10,1,1,2026/05/10
07/06/2022,Cecil Apted,Recoleta,Tv,Digitus,171039.0,25278,,4,2,12-05-2026
03/05/2022,Mufi Panchin,Flores,Equipos De Audio,Ubiquity,382384.0,21853,2026-05-15,4,3,2026/05/15
15/06/2022,Pennie Hess,Paternal,Equipos De Video,Digitus,124867.0,23391,,5,1,18-05-2026
03/03/2022,Mufi Panchin,Avellaneda,Equipos De Audio,Synology,429103.0,16590,2026-05-10,5,2,2026/05/10
01/06/2022,Arvin Bernhardi,Palermo,Electrodomésticos,Wacom,149734.0,19162,,2,3,12-05-2026
05/05/2022,Ursuline Castilla,San Martín,Equipos De Video,Samsonite,396627.0,18734,2026-05-15,1,1,2026/05/15
27/02/2022,Humfried Woodberry,San Nicolás,Pc Armada,Access,120505.0,16818,,3,2,18-05-2026
04/06/2022,Barde Benoist,Boedo,Equipos De Video,LG,134708.0,24776,2026-05-10,2,3,2026/05/10
08/05/2022,Angelita Lambkin,Villa Soldati,Notebook,Wacom,247648.0,20549,,3,1,12-05-2026
24/02/2022,Juliet Glynne,San Nicolás,Tv,Ubiquity,199569.0,18132,2026-05-15,3,2,2026/05/15
11/01/2022,Humfried Woodberry,Palermo,Tv,Startech,314689.0,23308,,1,3,18-05-2026
04/03/2022,Mufi Panchin,Villa Bosch,Tv,Samsung,359254.0,23177,2026-05-10,1,1,2026/05/10
01/06/2022,Juliet Glynne,Villa Soldati,Equipos De Video,Startech,150211.0,17717,,4,2,12-05-2026
21/02/2022,Mufi Panchin,San Martín,Notebook,Synology,441244.0,19862,2026-05-15,3,3,2026/05/15
10/01/2022,Timmy Ashlin,Floresta,Equipos De Audio,Engel,369135.0,23101,,4,1,18-05-2026
13/04/2022,Arvin Bernhardi,Boedo,Equipos De Video,Samsung,310257.0,24749,2026-05-10,2,2,2026/05/10
12/01/2022,Constantine Creeber,Flores,Notebook,Huawei,210243.0,17246,,3,3,12-05-2026
09/06/2022,Arvin Bernhardi,Boedo,Tv,Toshiba,337435.0,22246,2026-05-15,4,1,2026/05/15
18/03/2022,Angelita Lambkin,Ezeiza,Equipos De Audio,Digitus,186820.0,24113,,2,2,18-05-2026
23/02/2022,Barde Benoist,San Martín,Electrodomésticos,Startech,237411.0,18947,2026-05-10,1,3,2026/05/10
31/05/2022,Dallis Beefon,Boedo,Pc Armada,LG,223025.0,24404,,5,1,12-05-2026
27/04/2022,Mufi Panchin,Chacarita,Electrodomésticos,Belkin,348975.0,24075,2026-05-15,1,2,2026/05/15
21/06/2022,Dorotea Brandolini,Avellaneda,Equipos De Video,Synology,317174.0,20081,,5,3,18-05-2026
28/04/2022,Constantine Creeber,Palermo,Electrodomésticos,Conceptronic,362101.0,23829,2026-05-10,5,1,2026/05/10
30/04/2022,Barde Benoist,Flores,Equipos De Audio,Belkin,253469.0,25007,,3,2,12-05-2026
30/01/2022,Cecil Apted,Chacarita,Equipos De Video,LG,366538.0,23406,2026-05-15,1,3,2026/05/15
26/01/2022,Dallis Beefon,Palermo,Tv,Nord,232994.0,23645,,2,1,18-05-2026
12/05/2022,Arvin Bernhardi,Ezeiza,Equipos De Audio,Samsonite,360553.0,22931,2026-05-10,2,2,2026/05/10
13/02/2022,Angelita Lambkin,Palermo,Notebook,Synology,258518.0,20140,,2,3,12-05-2026
10/06/2022,Cecil Apted,Ezeiza,Electrodomésticos,Millenium,426016.0,20431,2026-05-15,4,1,2026/05/15
16/01/2022,Cecil Apted,Villa Bosch,Notebook,Samsonite,456918.0,18172,,2,2,18-05-2026
01/02/2022,Dallis Beefon,Recoleta,Pc Armada,Digitus,155840.0,21638,2026-05-10,5,3,2026/05/10
03/04/2022,Pennie Hess,Floresta,Notebook,Access,383409.0,16802,,2,1,12-05-2026
17/03/2022,Angelita Lambkin,San Nicolás,Equipos De Audio,Belkin,218842.0,23372,2026-05-15,1,2,2026/05/15
14/01/2022,Juliet Glynne,Avellaneda,Pc Armada,Conceptronic,182052.0,21065,,4,3,18-05-2026
21/02/2022,Dallis Beefon,Villa Bosch,Notebook,Ubiquity,132714.0,24027,2026-05-10,3,1,2026/05/10
03/05/2022,Dallis Beefon,Chacarita,Electrodomésticos,Corsair,392616.0,22412,,3,2,12-05-2026
03/05/2022,Dorotea Brandolini,Avellaneda,Tv,Access,132083.0,25365,2026-05-15,4,3,2026/05/15
23/05/2022,Dorotea Brandolini,Recoleta,Pc Armada,Wacom,126323.0,20107,,2,1,18-05-2026
19/03/2022,Ursuline Castilla,Avellaneda,Notebook,Netgear,368596.0,20586,2026-05-10,3,2,2026/05/10
21/03/2022,Angelita Lambkin,Ezeiza,Pc Armada,Samsung,366201.0,16806,,3,3,12-05-2026
25/01/2022,Juliet Glynne,Ezpeleta,Pc Armada,Samsung,152034.0,19333,2026-05-15,5,1,2026/05/15
28/06/2022,Timmy Ashlin,Villa Bosch,Electrodomésticos,Startech,316966.0,25054,,5,2,18-05-2026
25/02/2022,Timmy Ashlin,Avellaneda,Pc Armada,Netgear,346276.0,23481,2026-05-10,5,3,2026/05/10
03/05/2022,Dorotea Brandolini,Villa Soldati,Equipos De Video,Engel,389541.0,18793,,5,1,12-05-2026
21/05/2022,Mufi Panchin,Floresta,Tv,LG,166119.0,22512,2026-05-15,4,2,2026/05/15
13/03/2022,Humfried Woodberry,Boedo,Notebook,Kensington,255784.0,19287,,2,3,18-05-2026
02/03/2022,Timmy Ashlin,Villa Soldati,Equipos De Audio,Vodafone,345229.0,22541,2026-05-10,1,1,2026/05/10
03/06/2022,Angelita Lambkin,Paternal,Equipos De Audio,Synology,367464.0,25428,,3,2,12-05-2026
13/03/2022,Timmy Ashlin,Recoleta,Equipos De Audio,Ubiquity,324472.0,21532,2026-05-15,4,3,2026/05/15
17/02/2022,Juliet Glynne,Ezpeleta,Equipos De Audio,Xiaomi,195390.0,21987,,5,1,18-05-2026
27/03/2022,Dallis Beefon,Villa Crespo,Equipos De Video,Conceptronic,133236.0,20677,2026-05-10,2,2,2026/05/10
27/04/2022,Angelita Lambkin,Ezeiza,Electrodomésticos,Huawei,334749.0,17946,,2,3,12-05-2026
29/04/2022,Mufi Panchin,San Nicolás,Tv,Samsonite,229718.0,19129,2026-05-15,4,1,2026/05/15
01/05/2022,Constantine Creeber,Villa Crespo,Equipos De Audio,Vodafone,297912.0,24775,,3,2,18-05-2026
22/06/2022,Dorotea Brandolini,Ezpeleta,Equipos De Audio,Vodafone,436809.0,20860,2026-05-10,5,3,2026/05/10
29/05/2022,Humfried Woodberry,San Nicolás,Notebook,Digitus,201594.0,21036,,4,1,12-05-2026
30/01/2022,Ursuline Castilla,Recoleta,Notebook,Ubiquity,308296.0,17634,2026-05-15,1,2,2026/05/15
24/06/2022,Cecil Apted,Villa Bosch,Electrodomésticos,Startech,442226.0,20783,,2,3,18-05-2026
23/03/2022,Arvin Bernhardi,Ezeiza,Notebook,Corsair,233498.0,22302,2026-05-10,4,1,2026/05/10
05/04/2022,Dallis Beefon,San Nicolás,Tv,Synology,270969.0,19936,,5,2,12-05-2026
19/05/2022,Ursuline Castilla,Villa Crespo,Notebook,LG,253301.0,22838,2026-05-15,2,3,2026/05/15
16/01/2022,Ursuline Castilla,San Nicolás,Pc Armada,Ubiquity,187639.0,22190,,2,1,18-05-2026
07/05/2022,Em Edmonson,Ezeiza,Equipos De Audio,Millenium,427793.0,25478,2026-05-10,3,2,2026/05/10
23/04/2022,Pennie Hess,Ezeiza,Pc Armada,Netgear,140451.0,19685,,5,3,12-05-2026
06/02/2022,Mufi Panchin,Palermo,Tv,Wacom,368160.0,22978,2026-05-15,1,1,2026/05/15
05/05/2022,Mufi Panchin,Floresta,Tv,Wacom,365089.0,19844,,5,2,18-05-2026
21/03/2022,Pennie Hess,Palermo,Electrodomésticos,Kensington,196273.0,23863,2026-05-10,2,3,2026/05/10
22/02/2022,Timmy Ashlin,Flores,Electrodomésticos,Belkin,351177.0,24518,,1,1,12-05-2026
04/05/2022,Mufi Panchin,Chacarita,Equipos De Video,Vodafone,400679.0,22697,2026-05-15,1,2,2026/05/15
01/05/2022,Timmy Ashlin,Chacarita,Tv,Vodafone,451366.0,17910,,3,3,18-05-2026
27/04/2022,Barde Benoist,Paternal,Equipos De Video,Nord,320985.0,24162,2026-05-10,5,1,2026/05/10
07/05/2022,Angelita Lambkin,Recoleta,Equipos De Audio,Trust,250151.0,22548,,3,2,12-05-2026
23/03/2022,Arvin Bernhardi,Ezpeleta,Pc Armada,Xiaomi,107160.0,24574,2026-05-15,2,3,2026/05/15
30/01/2022,Angelita Lambkin,Paternal,Equipos De Video,Conceptronic,100842.0,23834,,3,1,18-05-2026
05/03/2022,Arvin Bernhardi,Floresta,Tv,Corsair,447134.0,18186,2026-05-10,3,2,2026/05/10
15/05/2022,Dorotea Brandolini,Paternal,Notebook,Millenium,260585.0,22600,,4,3,12-05-2026
03/04/2022,Em Edmonson,Villa Crespo,Electrodomésticos,Ubiquity,169145.0,22521,2026-05-15,4,1,2026/05/15
28/06/2022,Pennie Hess,Palermo,Electrodomésticos,Startech,310393.0,21833,,4,2,18-05-2026
09/01/2022,Barde Benoist,Floresta,Equipos De Video,Digitus,313761.0,23704,2026-05-10,3,3,2026/05/10
28/04/2022,Arvin Bernhardi,Chacarita,Tv,Digitus,356817.0,22129,,4,1,12-05-2026
28/03/2022,Humfried Woodberry,Palermo,Equipos De Audio,LG,124922.0,19675,2026-05-15,5,2,2026/05/15
17/02/2022,Mufi Panchin,San Martín,Pc Armada,Netgear,188894.0,17534,,5,3,18-05-2026
07/01/2022,Ursuline Castilla,Chacarita,Electrodomésticos,Conceptronic,344773.0,19523,2026-05-10,5,1,2026/05/10
21/03/2022,Pennie Hess,Paternal,Pc Armada,Huawei,296332.0,21247,,4,2,12-05-2026
27/04/2022,Mufi Panchin,Boedo,Pc Armada,Huawei,451575.0,23051,2026-05-15,4,3,2026/05/15
02/06/2022,Juliet Glynne,Floresta,Pc Armada,LG,189238.0,20823,,2,1,18-05-2026
31/01/2022,Christel Zambonini,San Martín,Pc Armada,Engel,359456.0,18254,2026-05-10,3,2,2026/05/10
30/01/2022,Christel Zambonini,Ezeiza,Pc Armada,Synology,401271.0,19866,,2,3,12-05-2026
30/05/2022,Ursuline Castilla,Avellaneda,Electrodomésticos,Trust,311373.0,20466,2026-05-15,4,1,2026/05/15
13/03/2022,Timmy Ashlin,Recoleta,Tv,Wacom,102269.0,23291,,4,2,18-05-2026
17/06/2022,Timmy Ashlin,Paternal,Equipos De Audio,Ubiquity,430487.0,24143,2026-05-10,1,3,2026/05/10
09/06/2022,Juliet Glynne,Avellaneda,Equipos De Audio,Samsonite,330090.0,18438,,3,1,12-05-2026
26/05/2022,Dallis Beefon,Flores,Electrodomésticos,Samsonite,147176.0,20773,2026-05-15,3,2,2026/05/15
24/01/2022,Christel Zambonini,San Nicolás,Equipos De Audio,Access,160518.0,25306,,5,3,18-05-2026
21/01/2022,Dallis Beefon,Ezpeleta,Electrodomésticos,Millenium,124406.0,17653,2026-05-10,2,1,2026/05/10
16/06/2022,Angelita Lambkin,Villa Crespo,Notebook,Toshiba,153310.0,17447,,3,2,12-05-2026
01/05/2022,Ursuline Castilla,Villa Soldati,Electrodomésticos,Kensington,290406.0,20073,2026-05-15,4,3,2026/05/15
08/04/2022,Angelita Lambkin,Recoleta,Pc Armada,Xiaomi,426953.0,21750,,1,1,18-05-2026
28/01/2022,Arvin Bernhardi,Palermo,Electrodomésticos,Synology,354218.0,20637,2026-05-10,3,2,2026/05/10
28/06/2022,Humfried Woodberry,Chacarita,Equipos De Audio,Access,353695.0,23943,,2,3,12-05-2026
23/06/2022,Juliet Glynne,Boedo,Electrodomésticos,Belkin,318007.0,20023,2026-05-15,4,1,2026/05/15
31/03/2022,Constantine Creeber,Ezpeleta,Notebook,Toshiba,147070.0,23947,,2,2,18-05-2026
07/03/2022,Juliet Glynne,Ezpeleta,Pc Armada,Digitus,149150.0,17240,2026-05-10,5,3,2026/05/10
25/05/2022,Cecil Apted,Floresta,Notebook,Netgear,155274.0,19202,,4,1,12-05-2026
29/03/2022,Angelita Lambkin,Flores,Tv,LG,204190.0,25031,2026-05-15,3,2,2026/05/15
14/06/2022,Dallis Beefon,Boedo,Electrodomésticos,Ubiquity,332611.0,21712,,4,3,18-05-2026
15/02/2022,Cecil Apted,Villa Crespo,Notebook,Millenium,386362.0,25072,2026-05-10,2,1,2026/05/10
24/06/2022,Timmy Ashlin,Ezeiza,Equipos De Video,Samsung,415192.0,24177,,1,2,12-05-2026
04/06/2022,Ursuline Castilla,San Nicolás,Pc Armada,Nord,389033.0,16844,2026-05-15,3,3,2026/05/15
01/04/2022,Pennie Hess,Villa Soldati,Notebook,Conceptronic,447769.0,23405,,1,1,18-05-2026
01/01/2022,Humfried Woodberry,Villa Soldati,Tv,Conceptronic,386682.0,20614,2026-05-10,1,2,2026/05/10
02/06/2022,Dallis Beefon,Floresta,Electrodomésticos,LG,279146.0,24935,,4,3,12-05-2026
26/02/2022,Barde Benoist,Villa Crespo,Pc Armada,Access,274780.0,19291,2026-05-15,4,1,2026/05/15
03/05/2022,Mufi Panchin,San Nicolás,Equipos De Video,Access,256406.0,22956,,1,2,18-05-2026
25/01/2022,Cecil Apted,Paternal,Electrodomésticos,Synology,287646.0,20343,2026-05-10,4,3,2026/05/10
16/01/2022,Cecil Apted,Floresta,Pc Armada,Samsung,421186.0,21047,,5,1,12-05-2026
25/05/2022,Barde Benoist,Ezeiza,Equipos De Audio,Kensington,399025.0,18616,2026-05-15,2,2,2026/05/15
20/05/2022,Christel Zambonini,Recoleta,Notebook,Vodafone,323255.0,20106,,4,3,18-05-2026
01/04/2022,Humfried Woodberry,Floresta,Equipos De Audio,Conceptronic,447968.0,23004,2026-05-10,5,1,2026/05/10
23/01/2022,Pennie Hess,Ezeiza,Electrodomésticos,Ubiquity,447169.0,24333,,2,2,12-05-2026
20/01/2022,Dorotea Brandolini,Floresta,Pc Armada,Xiaomi,427082.0,19097,2026-05-15,3,3,2026/05/15
13/02/2022,Dallis Beefon,Boedo,Equipos De Audio,Nord,368346.0,20730,,2,1,18-05-2026
23/03/2022,Ursuline Castilla,Palermo,Tv,Toshiba,435689.0,19140,2026-05-10,3,2,2026/05/10
15/03/2022,Humfried Woodberry,Paternal,Notebook,Ubiquity,345167.0,21782,,4,3,12-05-2026
11/01/2022,Humfried Woodberry,Chacarita,Equipos De Audio,Startech,269612.0,16695,2026-05-15,3,1,2026/05/15
08/04/2022,Timmy Ashlin,Ezeiza,Electrodomésticos,Digitus,127975.0,22670,,1,2,18-05-2026
29/03/2022,Em Edmonson,San Martín,Electrodomésticos,Millenium,202562.0,24659,2026-05-10,2,3,2026/05/10
26/04/2022,Juliet Glynne,Chacarita,Equipos De Video,Kensington,390554.0,18202,,4,1,12-05-2026
03/05/2022,Ursuline Castilla,Flores,Tv,Samsung,325313.0,21033,2026-05-15,4,2,2026/05/15
30/03/2022,Ursuline Castilla,Recoleta,Equipos De Video,Ubiquity,175346.0,17796,,2,3,18-05-2026
07/02/2022,Cecil Apted,Flores,Equipos De Audio,Huawei,301564.0,16751,2026-05-10,3,1,2026/05/10
13/04/2022,Barde Benoist,Villa Bosch,Electrodomésticos,Startech,234226.0,21948,,4,2,12-05-2026
05/06/2022,Arvin Bernhardi,Recoleta,Tv,Huawei,306712.0,19794,2026-05-15,3,3,2026/05/15
02/02/2022,Dorotea Brandolini,Avellaneda,Pc Armada,Netgear,189665.0,22912,,5,1,18-05-2026
02/05/2022,Dallis Beefon,Boedo,Pc Armada,Kensington,372412.0,21521,2026-05-10,1,2,2026/05/10
07/05/2022,Cecil Apted,Chacarita,Notebook,Belkin,399865.0,19705,,5,3,12-05-2026
01/04/2022,Dorotea Brandolini,Floresta,Pc Armada,LG,197363.0,19555,2026-05-15,5,1,2026/05/15
18/06/2022,Angelita Lambkin,Villa Crespo,Equipos De Video,Digitus,228189.0,21078,,2,2,18-05-2026
13/01/2022,Dorotea Brandolini,San Martín,Pc Armada,Ubiquity,365072.0,25172,2026-05-10,3,3,2026/05/10
26/03/2022,Humfried Woodberry,Villa Soldati,Pc Armada,Access,432698.0,22234,,4,1,12-05-2026
24/03/2022,Constantine Creeber,Ezpeleta,Electrodomésticos,Toshiba,395294.0,19406,2026-05-15,4,2,2026/05/15
24/01/2022,Angelita Lambkin,San Martín,Equipos De Video,Access,274474.0,21513,,5,3,18-05-2026
15/02/2022,Barde Benoist,Villa Bosch,Notebook,Huawei,393305.0,18520,2026-05-10,2,1,2026/05/10
04/06/2022,Dorotea Brandolini,Ezeiza,Electrodomésticos,Synology,278194.0,18323,,2,2,12-05-2026
22/01/2022,Constantine Creeber,San Nicolás,Equipos De Audio,LG,281092.0,18997,2026-05-15,4,3,2026/05/15
03/05/2022,Cecil Apted,Boedo,Tv,Vodafone,414089.0,22251,,4,1,18-05-2026
05/02/2022,Christel Zambonini,Paternal,Tv,Ubiquity,303938.0,20440,2026-05-10,2,2,2026/05/10
26/04/2022,Timmy Ashlin,Ezeiza,Notebook,LG,214748.0,21525,,5,3,12-05-2026
22/02/2022,Dorotea Brandolini,Paternal,Tv,Engel,183415.0,16696,2026-05-15,1,1,2026/05/15
25/05/2022,Pennie Hess,Paternal,Tv,Vodafone,406622.0,17056,,3,2,18-05-2026
19/05/2022,Christel Zambonini,Villa Crespo,Notebook,Nord,250317.0,24151,2026-05-10,3,3,2026/05/10
14/01/2022,Em Edmonson,Villa Bosch,Tv,Ubiquity,362597.0,23236,,2,1,12-05-2026
18/06/2022,Timmy Ashlin,Paternal,Equipos De Audio,Huawei,390892.0,17051,2026-05-15,1,2,2026/05/15
06/03/2022,Christel Zambonini,San Nicolás,Pc Armada,Access,229582.0,20860,,1,3,18-05-2026
04/01/2022,Dallis Beefon,Boedo,Pc Armada,Nord,396479.0,16909,2026-05-10,2,1,2026/05/10
17/05/2022,Juliet Glynne,Paternal,Electrodomésticos,Nord,400748.0,17302,,2,2,12-05-2026
31/03/2022,Juliet Glynne,San Nicolás,Pc Armada,Millenium,434446.0,18692,2026-05-15,1,3,2026/05/15
18/02/2022,Dallis Beefon,Floresta,Equipos De Audio,Ubiquity,172402.0,21725,,3,1,18-05-2026
08/05/2022,Ursuline Castilla,Ezpeleta,Tv,Access,220101.0,20182,2026-05-10,4,2,2026/05/10
27/04/2022,Angelita Lambkin,San Martín,Pc Armada,Millenium,139995.0,19073,,3,3,12-05-2026
29/01/2022,Dorotea Brandolini,Floresta,Pc Armada,Synology,239793.0,24395,2026-05-15,2,1,2026/05/15
15/05/2022,Constantine Creeber,Ezpeleta,Tv,Xiaomi,177669.0,16572,,5,2,18-05-2026
08/04/2022,Constantine Creeber,Avellaneda,Equipos De Audio,Vodafone,331425.0,24220,2026-05-10,5,3,2026/05/10
08/02/2022,Barde Benoist,Paternal,Pc Armada,Trust,319793.0,22345,,5,1,12-05-2026
11/06/2022,Juliet Glynne,Ezeiza,Pc Armada,Toshiba,277313.0,20544,2026-05-15,2,2,2026/05/15
06/04/2022,Pennie Hess,Boedo,Tv,Conceptronic,365196.0,17729,,4,3,18-05-2026
27/06/2022,Angelita Lambkin,San Martín,Equipos De Video,Engel,138937.0,22934,2026-05-10,5,1,2026/05/10
24/02/2022,Em Edmonson,Recoleta,Notebook,Access,162269.0,24021,,4,2,12-05-2026
14/03/2022,Arvin Bernhardi,San Nicolás,Equipos De Video,Wacom,294393.0,24105,2026-05-15,4,3,2026/05/15
06/01/2022,Dallis Beefon,Ezpeleta,Equipos De Audio,Access,143381.0,20486,,4,1,18-05-2026
09/05/2022,Barde Benoist,Villa Bosch,Tv,Huawei,251988.0,23644,2026-05-10,1,2,2026/05/10
10/01/2022,Timmy Ashlin,Villa Crespo,Equipos De Audio,LG,362340.0,18212,,5,3,12-05-2026
