venta_id,documento_cliente,cliente,correo,fecha_compra,monto,moneda,canal,cantidad_items
V000704, 20456261 ,Andres Ramirez,ANDRES.RAMIREZ.83@EMPRESA.COM.AR,2025-05-23,14225.98,ARS,Tienda,2
V000705,20.456.261,Andres Ramirez,ANDRES.RAMIREZ.83@EMPRESA.COM.AR,2024-01-25,114257.6,ARS,Marketplace,4
V000706,20-456-261,Andres Ramirez,andres.ramirez.83@empresa.com.ar,2025-08-03,53481.39,ARS,App,2
V000707,20-456-261,Andres Ramirez, andres.ramirez.83@empresa.com.ar ,2025-06-27,45930.67,ARS,Web,4
V000708,20.456.261,Andres Ramirez,ANDRES.RAMIREZ.83@EMPRESA.COM.AR,13/02/2025,24743.06,ARS,Web,2
V000709,20-456-261,ANDRES RAMIREZ,andres.ramirez.83@empresa.com.ar,2025-09-02,49876.52,ARS,App,1
V000710,20.456.261,Andrés Ramírez,andresramirez83@empresa.com.ar,22/02/2025,38750.65,ARS,Marketplace,5
V000711,24-574-332,Camila Navarro, camila.navarro.72@hotmail.com ,2025-04-16,17602.8,ARS,Tienda,3
V000712,24-574-332,CAMILA NAVARRO, camila.navarro.72@hotmail.com ,29/01/2026,19910.44,ARS,Web,1
V000713,24-574-332,CAMILA NAVARRO,camila.navarro.72@hotmail.com,07-02-25,20517.26,ARS,Marketplace,2
V000714, 24574332 ,Camila Navarro,CAMILA.NAVARRO.72@HOTMAIL.COM,03-06-26,22374.2,ARS,Tienda,3
V000715,24-574-332,Camila Navarro,CAMILA.NAVARRO.72@HOTMAIL.COM,23/03/2025,31558.85,ARS,Web,5
V000716,24-574-332,Camila Navarro,CAMILA.NAVARRO.72@HOTMAIL.COM,2025-10-20,87714.67,ARS,Marketplace,1
V000717,24.574.332,Camila Navarro, camila.navarro.72@hotmail.com ,07/02/2025,15467.82,ARS,Web,2
V000718,45813816,Agustina Benitez,agustina.benitez.96@empresa.com.ar,09/04/2025,39887.26,ARS,App,1
V000719,45-813-816,AGUSTINA BENITEZ,AGUSTINA.BENITEZ.96@EMPRESA.COM.AR,2024-08-24,30103.78,ARS,Tienda,3
V000720,45813816,Agustina Benitez,agustina.benitez.96@empresa.com.ar,28/01/2026,24522.7,ARS,Marketplace,2
V000721,33-757-189,Martin Castro,martin.castro.19@empresa.com.ar,2024-12-01,49777.06,ARS,App,1
V000722, 33757189 ,Martin Castro,martin.castro.19@empresa.com.ar,2025-12-29,17819.02,ARS,Tienda,1
V000723, 33757189 ,Martin Castro, martin.castro.19@empresa.com.ar ,2025-05-17,100593.4,ARS,Marketplace,1
V000724, 33757189 ,Martin Castro,martin.castro.19@empresa.com.ar,24/03/2024,24526.33,ARS,Marketplace,4
V000725,33.757.189,Martín Castro,MARTIN.CASTRO.19@EMPRESA.COM.AR,21-07-24,34445.26,ARS,App,3
V000726,28-608-529,Micaela Suárez,MICAELA.SUAREZ.48@EMPRESA.COM.AR,12-04-26,3745.51,ARS,Tienda,1
V000727,28.608.529,Micaela Suarez,MICAELA.SUAREZ.48@EMPRESA.COM.AR,2026-05-12,28850.77,ARS,Marketplace,1
V000728,,Micaela Suarez, micaela.suarez.48@empresa.com.ar ,2024-07-25,43400.77,ARS,Marketplace,2
V000729,47688149,Paula Romero,paula.romero.34@empresa.com.ar,30/07/2026,17207.44,ARS,App,1
V000730,47-688-149,Paula Romero, paula.romero.34@empresa.com.ar ,22-11-25,3502.58,ARS,Marketplace,1
V000731,47688149,Paula Romero, paula.romero.34@empresa.com.ar ,31/01/2024,25529.27,ARS,Marketplace,2
V000732,47-688-149,Paula Romero,paula.romero.34@empresa.com.ar,05-12-25,31486.28,ARS,Marketplace,3
V000733,20-179-048,MICAELA ACOSTA,,23-04-24,142448.51,ARS,Tienda,1
V000734, 41609888 ,Julieta Navarro,julieta.navarro.38@hotmail.com,2024-01-02,14993.76,ARS,App,2
V000735,41-609-888,Julieta Navarro,julieta.navarro.38@hotmail.com,2026-02-24,19242.56,ARS,App,4
V000736,41-609-888,Julieta Navarro,julietanavarro38@hotmail.com,16-03-24,29022.34,ARS,Web,3
V000737,31-452-164,Florencia Gonzalo Molina,FLORENCIA.GONZALO.MOLINA.73@GMAIL.COM,30/05/2024,45338.57,ARS,Web,2
V000738,31.452.164,Florencia Gonzalo Molina,FLORENCIA.GONZALO.MOLINA.73@GMAIL.COM,2024-01-27,34191.44,ARS,Tienda,1
V000739,31452164,Florencia Gonzalo Molina,florencia.gonzalo.molina.73@gmail.com,2026-06-11,13217.64,ARS,App,1
V000740,31-452-164,Florencia Molina,FLORENCIA.GONZALO.MOLINA.73@GMAIL.COM,15-05-26,27323.67,ARS,Tienda,4
V000741,36991986,Diego Silva, diego.silva.75@gmail.com ,27-04-24,71477.77,ARS,Marketplace,1
V000742,36991986,Diego Silva,DIEGO.SILVA.75@GMAIL.COM,29-10-24,39150.88,ARS,App,1
V000743,26927227,Leandro Ortiz,,23/02/2024,32174.02,ARS,Web,4
V000744,32.727.652,JUAN FERNANDEZ,juan.fernandez.17@outlook.com,2025-08-25,52659.58,ARS,App,1
V000745,32.727.652,Juan Fernandez,JUAN.FERNANDEZ.17@OUTLOOK.COM,2025-06-09,29584.3,ARS,App,1
V000746,32727652,Juan Fernandez,juan.fernandez.17@outlook.com,2026-03-19,48145.56,ARS,Tienda,1
V000747,22.512.916,SEBASTIAN MEDINA,sebastian.medina.17@gmail.com,2024-10-09,43469.25,ARS,Web,3
V000748,22.512.916,Sebastian Medina,SEBASTIAN.MEDINA.17@GMAIL.COM,19/04/2024,166623.11,ARS,Web,2
V000749, 22512916 ,Sebastián Medina,,2025-09-05,109134.93,ARS,App,2
V000750,22.512.916,SEBASTIAN MEDINA,SEBASTIAN.MEDINA.17@GMAIL.COM,09-10-25,20847.83,ARS,Web,1
V000751,22512916,Sebastián Medina,SEBASTIAN.MEDINA.17@GMAIL.COM,2025-07-23,35411.85,ARS,Tienda,2
V000752,22-512-916,Sebastian Medina,sebastian.medina.17@gmail.com,2024-10-06,104619.38,ARS,Marketplace,1
V000753, 35309233 ,Joaquin Lopez, joaquin.lopez.14@hotmail.com ,03-08-26,22103.75,ARS,Web,2
V000754,35-309-233,Joaquin Lopez, joaquin.lopez.14@hotmail.com ,20-09-24,35808.53,ARS,Web,2
V000755,35-309-233,JOAQUIN LOPEZ,JOAQUIN.LOPEZ.14@HOTMAIL.COM,06/05/2026,15506.62,ARS,Tienda,2
V000756, 35309233 ,JOAQUIN LOPEZ,joaquin.lopez.14@hotmail.com,2025-11-21,30016.85,ARS,Tienda,4
V000757, 36206940 ,Sebastian Torres,SEBASTIAN.TORRES.65@HOTMAIL.COM,2025-08-30,169098.05,ARS,Tienda,2
V000758,36-206-940,Sebastián Torres, sebastian.torres.65@hotmail.com ,2024-12-21,81078.37,ARS,App,1
V000759,36.206.940,Sebastian Torres,sebastian.torres.65@hotmail.com,07-04-26,24948.5,ARS,App,2
V000760, 36206940 ,SEBASTIAN TORRES,sebastian.torres.65@hotmail.com,21-05-26,67151.95,ARS,Marketplace,2
V000761,36-206-940,Sebastián Torres,SEBASTIAN.TORRES.65@HOTMAIL.COM,16-08-26,19492.23,ARS,Tienda,2
V000762,48-744-805,Rocio Medina,rocio.medina.16@outlook.com,2024-03-11,57230.99,ARS,Tienda,3
V000763,48-744-805,Rocío Medina,ROCIO.MEDINA.16@OUTLOOK.COM,2024-11-17,45517.52,ARS,App,3
V000764,,Agustina Silva,agustina.silva.20@hotmail.com,21/09/2025,86100.69,ARS,Tienda,2
V000765,21.747.335,Agustina Silva,AGUSTINA.SILVA.20@HOTMAIL.COM,26/02/2025,53306.37,ARS,Marketplace,3
V000766,21747335,Agustina Silva,,29/05/2026,41708.72,ARS,Tienda,2
V000767,23457785,Juan Rojas,,22-08-24,37382.9,ARS,Marketplace,4
V000768, 23457785 ,Juan Rojas,juan.rojas.28@gmail.com,13/01/2024,13362.39,ARS,Tienda,5
V000769, 23457785 ,Juan Rojas, juan.rojas.28@gmail.com ,07/03/2025,52969.5,ARS,Web,1
V000770,23.457.785,Juan Rojas,JUAN.ROJAS.28@GMAIL.COM,2025-06-13,72318.76,ARS,App,1
V000771,23457785,Juan Rojas,juan.rojas.28@gmail.com,29-01-24,128765.98,ARS,App,1
V000772,23-457-785,JUAN ROJAS,JUAN.ROJAS.28@GMAIL.COM,2024-02-26,52773.83,ARS,Marketplace,2
V000773,23457785,JUAN ROJAS,JUAN.ROJAS.28@GMAIL.COM,12-07-24,21997.26,ARS,App,4
V000774,23457785,Juan Rojas,juan.rojas.28@gmail.com,28/07/2024,131778.68,ARS,Marketplace,2
V000775,,Lucia Perez,lucia.perez.63@outlook.com,2025-05-16,50677.89,ARS,Tienda,2
V000776,24.190.469,Lucia Perez,LUCIA.PEREZ.63@OUTLOOK.COM,24-12-24,14185.84,ARS,Tienda,3
V000777,24-190-469,Lucía Pérez, lucia.perez.63@outlook.com ,22-09-25,35061.66,ARS,Marketplace,1
V000778, 24190469 ,Lucia Perez,LUCIA.PEREZ.63@OUTLOOK.COM,01/12/2025,77032.14,ARS,Marketplace,2
V000779,24.190.469,Lucía Pérez, lucia.perez.63@outlook.com ,19/02/2026,278884.74,ARS,Web,1
V000780,35.774.393,AGUSTINA MEDINA,AGUSTINA.MEDINA.83@HOTMAIL.COM,2025-05-04,20200.82,ARS,Tienda,1
V000781,35.774.393,Agustina Medina,AGUSTINA.MEDINA.83@HOTMAIL.COM,03-02-26,26222.16,ARS,App,1
V000782,,AGUSTINA MEDINA,agustinamedina83@hotmail.com,2025-05-28,61634.52,ARS,App,2
V000783,35-774-393,AGUSTINA MEDINA,agustina.medina.83@hotmail.com,14-06-24,42101.3,ARS,Marketplace,1
V000784,35774393,Agustina Medina,agustinamedina83@hotmail.com,04/08/2026,17.09,USD,Web,3
V000785, 30543984 ,Julieta Gomez, julieta.gomez.96@outlook.com ,28-03-24,5241.45,ARS,Tienda,1
V000786,30.543.984,JULIETA GOMEZ,julieta.gomez.96@outlook.com,23-01-25,230732.96,ARS,Tienda,2
V000787,30-543-984,Julieta Gómez,,16/05/2024,13299.72,ARS,Marketplace,1
V000788,46.557.072,Natalia Lopez,natalia.lopez.16@empresa.com.ar,15-02-24,97882.52,ARS,Web,2
V000789,46-557-072,Natalia Lopez,natalialopez16@empresa.com.ar,23/02/2024,25075.36,ARS,Web,2
V000790,46557072,Natalia Lopez,natalia.lopez.16@empresa.com.ar,17/04/2024,25599.29,ARS,Web,2
V000791,46557072,NATALIA LOPEZ,NATALIA.LOPEZ.16@EMPRESA.COM.AR,29-04-25,13715.03,ARS,Tienda,1
V000792,,NATALIA LOPEZ,natalia.lopez.16@empresa.com.ar,02/10/2024,32061.83,ARS,Marketplace,2
V000793,35730453,Nicolás Rodríguez,nicolas.rodriguez.14@outlook.com,2025-09-28,29924.58,ARS,Tienda,3
V000794,35730453,Nicolas Rodriguez, nicolas.rodriguez.14@outlook.com ,2026-05-07,43812.08,ARS,Tienda,1
V000795,35-730-453,Nicolás Rodríguez,NICOLAS.RODRIGUEZ.14@OUTLOOK.COM,23/05/2024,10362.61,ARS,Web,3
V000796,35730453,Nicolas Rodriguez,NICOLAS.RODRIGUEZ.14@OUTLOOK.COM,2025-08-04,24721.98,ARS,Marketplace,3
V000797,35-730-453,Nicolas Rodriguez,nicolas.rodriguez.14@outlook.com,2026-01-31,27791.95,ARS,Web,2
V000798, 23769393 ,Lucia Fernandez, lucia.fernandez.73@gmail.com ,02/06/2025,268451.89,ARS,App,4
V000799,23-769-393,LUCIA FERNANDEZ, lucia.fernandez.73@gmail.com ,30-09-24,54225.57,ARS,App,1
V000800,,MARTIN MEDINA,martin.medina.89@hotmail.com,31-07-24,22567.4,ARS,Web,2
V000801,32-607-487,Martin Medina,MARTIN.MEDINA.89@HOTMAIL.COM,17-07-25,61214.91,ARS,Web,4
V000802,32-607-487,MARTIN MEDINA,,22/08/2024,100975.21,ARS,Tienda,2
V000803,49.294.512,FEDERICO ROJAS, federico.rojas.24@hotmail.com ,2025-04-07,33833.93,ARS,Marketplace,1
V000804,49.294.512,Federico Rojas,federico.rojas.24@hotmail.com,07-07-24,20999.47,ARS,Tienda,2
V000805, 49294512 ,Federico Rojas,federicorojas24@hotmail.com,11-01-26,44681.91,ARS,App,7
V000806, 20745050 ,Nicolas Alvarez,NICOLAS.MARTIN.ALVAREZ.55@GMAIL.COM,18/07/2026,12489.71,ARS,Tienda,1
V000807,20.745.050,Nicolas Martin Alvarez,nicolas.martin.alvarez.55@gmail.com,14-08-26,9075.62,ARS,App,2
V000808, 20745050 ,Nicolas Martin Alvarez,NICOLAS.MARTIN.ALVAREZ.55@GMAIL.COM,09/04/2024,25919.78,ARS,App,1
V000809,20745050,Nicolas M. Alvarez,NICOLAS.MARTIN.ALVAREZ.55@GMAIL.COM,20/02/2024,62593.23,ARS,Marketplace,2
V000810,,Nicolas Martin Alvarez,NICOLAS.MARTIN.ALVAREZ.55@GMAIL.COM,2024-11-08,114957.01,ARS,App,2
V000811,20745050,NICOLAS MARTIN ALVAREZ, nicolas.martin.alvarez.55@gmail.com ,02-06-25,7608.63,ARS,App,1
V000812,20.745.050,Nicolas Martin Alvarez, nicolas.martin.alvarez.55@gmail.com ,14-04-26,60812.49,ARS,App,2
V000813,29-726-897,Micaela Julieta Fernandez,micaela.julieta.fernandez.63@outlook.com,19/07/2025,10896.24,ARS,Web,3
V000814,29.726.897,Micaela Fernandez,micaela.julieta.fernandez.63@outlook.com,02-05-25,27797.97,ARS,App,1
V000815, 21637899 ,Pablo Rodriguez,,01-12-24,46471.35,ARS,Web,2
V000816,21-637-899,Pablo Rodriguez,PABLO.RODRIGUEZ.1@EMPRESA.COM.AR,2024-06-30,79194.79,ARS,Web,1
V000817,21.637.899,Pablo Rodríguez,pablo.rodriguez.1@empresa.com.ar,30-10-25,178094.67,ARS,App,1
V000818,21-637-899,Pablo Rodriguez,pablorodriguez1@empresa.com.ar,18/02/2024,48234.63,ARS,App,2
V000819,26365131,Julieta Ortiz, julieta.ortiz.10@outlook.com ,12/11/2024,26217.4,ARS,Web,4
V000820,26365131,JULIETA ORTIZ, julieta.ortiz.10@outlook.com ,2024-05-21,21373.61,ARS,Marketplace,2
V000821,48.328.109,Florencia Ortiz,FLORENCIA.ORTIZ.83@HOTMAIL.COM,08/05/2025,33477.91,ARS,Tienda,2
V000822,48328109,Florencia Ortiz,,04-09-25,8563.03,ARS,App,5
V000823,28-373-534,Carolina Ruiz,carolina.ruiz.54@gmail.com,11/03/2026,56535.91,ARS,Tienda,1
V000824, 28373534 ,Carolina Ruiz, carolina.ruiz.54@gmail.com ,15/08/2026,27227.43,ARS,Web,3
V000825,28.373.534,Carolina Ruiz,CAROLINA.RUIZ.54@GMAIL.COM,2026-04-02,76153.66,ARS,Tienda,3
V000826,28.373.534,CAROLINA RUIZ, carolina.ruiz.54@gmail.com ,09-07-25,49824.45,ARS,Marketplace,2
V000827,20-084-930,CAROLINA ROJAS, carolina.rojas.43@outlook.com ,03/01/2025,32288.2,ARS,Marketplace,2
V000828,20084930,Carolina Rojas, carolina.rojas.43@outlook.com ,2025-02-21,62079.07,ARS,Marketplace,1
V000829, 44521528 ,CARLOS NICOLAS BENITEZ,federico.acosta.77@gmail.com,18-04-26,89421.71,ARS,App,1
V000830, 44521528 ,Carlos Nicolás Benítez, federico.acosta.77@gmail.com ,2026-04-06,8133.78,ARS,Web,1
V000831,44521528,Carlos Benitez,federico.acosta.77@gmail.com,01/07/2025,21344.13,ARS,App,2
V000832,,Sofia Lopez,sofia.lopez.76@empresa.com.ar,12-01-26,152276.95,ARS,App,3
V000833,48-103-049,Sofia Lopez,,2024-04-28,11757.71,ARS,Web,1
V000834, 21351580 ,LAURA PEREZ,,2025-08-23,25797.46,ARS,App,2
V000835, 21351580 ,Laura Perez,LAURA.PEREZ.45@GMAIL.COM,2024-10-23,121988.93,ARS,Marketplace,4
V000836,43331525,VALENTINA ORTIZ,valentina.ortiz.30@outlook.com,18/01/2026,17642.76,ARS,Marketplace,1
V000837,32240338,Camila Acosta,CAMILA.ACOSTA.49@HOTMAIL.COM,20/05/2026,70683.14,ARS,App,1
V000838,32.240.338,Camila Acosta,CAMILA.ACOSTA.49@HOTMAIL.COM,28-12-24,27346.94,ARS,Tienda,3
V000839, 43780736 ,Tomas Andres Castro,,07-03-24,34808.99,ARS,Web,1
V000840,43780736,Tomas Castro, tomas.andres.castro.35@hotmail.com ,2025-12-30,76135.08,ARS,App,1
V000841,43780736,Tomás Andrés Castro, tomas.andres.castro.35@hotmail.com ,10/06/2024,26079.27,ARS,Web,3
V000842,46642087,Federico Ruiz,federicoruiz38@empresa.com.ar,30/04/2024,58640.68,ARS,Tienda,1
V000843,46.642.087,Federico Ruiz, federico.ruiz.38@empresa.com.ar ,2024-11-12,21423.33,ARS,App,1
V000844, 46642087 ,Federico Ruiz,FEDERICO.RUIZ.38@EMPRESA.COM.AR,29-05-26,5805.66,ARS,Web,1
V000845,46.642.087,Federico Ruiz, federico.ruiz.38@empresa.com.ar ,20/01/2026,29548.44,ARS,Marketplace,3
V000846, 25193527 ,Andres Gomez,,23-02-24,52892.96,ARS,Marketplace,2
V000847,,Andres Gomez,andres.gomez.89@gmail.com,2025-06-19,84372.24,ARS,App,1
V000848,25-193-527,ANDRES GOMEZ, andres.gomez.89@gmail.com ,06-12-24,74951.17,ARS,Marketplace,1
V000849, 35098516 ,Joaquin Silva,joaquinsilva37@gmail.com,01-07-25,30952.69,ARS,App,1
V000850,34664901,Matias Perez,matiasperez6@gmail.com,01-10-24,35643.09,ARS,Marketplace,2
V000851,,Matias Perez,,02-06-25,3420.9,ARS,App,2
V000852,34-664-901,Matias Perez, matias.perez.6@gmail.com ,17-09-25,22550.42,ARS,Marketplace,1
V000853,34.664.901,Matias Perez,,07-07-24,8148.26,ARS,Marketplace,4
V000854, 34664901 ,Matias Perez,,28/05/2024,27224.82,ARS,Marketplace,5
V000855,21-832-932,Tomas Lopez,tomas.natalia.lopez.79@outlook.com,06/07/2024,43330.75,ARS,Tienda,1
V000856,48-378-072,Daniela Romero,DANIELA.ROMERO.8@GMAIL.COM,23-05-24,54433.35,ARS,App,3
V000857, 48378072 ,Daniela Romero,,14/02/2025,45131.25,ARS,Tienda,3
V000858,,Daniela Romero,,26-05-25,179648.58,ARS,Marketplace,1
V000859,49.976.237,MATIAS MEDINA,matias.medina.10@outlook.com,2025-03-20,38680.55,ARS,Web,1
V000860,49976237,Matias Medina, matias.medina.10@outlook.com ,10/04/2025,9946.88,ARS,Marketplace,1
V000861, 49976237 ,MATIAS MEDINA,,23/01/2025,25845.04,ARS,Marketplace,2
V000862,40.251.826,Carlos Torres,carlos.micaela.torres.8@gmail.com,09/04/2024,102641.71,ARS,Tienda,1
V000863,40-251-826,Carlos Micaela Torres, carlos.micaela.torres.8@gmail.com ,04-12-24,60763.22,ARS,Marketplace,1
V000864,40-251-826,Carlos M. Torres, carlos.micaela.torres.8@gmail.com ,2026-03-01,33969.7,ARS,App,1
V000865,42-983-194,CAMILA LOPEZ, camila.lopez.23@gmail.com ,2025-08-04,12650.17,ARS,Tienda,2
V000866,42.983.194,Camila Lopez, camila.lopez.23@gmail.com ,2026-01-26,14006.45,ARS,Tienda,1
V000867, 42983194 ,Camila Lopez, camila.lopez.23@gmail.com ,03/08/2025,8409.41,ARS,Web,3
V000868,42-983-194,Camila Lopez,camila.lopez.23@gmail.com,03-01-24,8467.17,ARS,Web,4
V000869,42-983-194,Camila Lopez, camila.lopez.23@gmail.com ,2026-03-02,27668.11,ARS,Tienda,2
V000870,42983194,CAMILA LOPEZ, camila.lopez.23@gmail.com ,19/12/2024,28434.63,ARS,App,1
V000871,42-983-194,Camila López, camila.lopez.23@gmail.com ,14/05/2026,9852.07,ARS,App,3
V000872,42983194,Camila López,,18-03-25,25.21,USD,App,2
V000873,34-917-667,AGUSTINA SANCHEZ,AGUSTINA.SANCHEZ.5@OUTLOOK.COM,20/08/2024,38939.89,ARS,Marketplace,4
V000874,34-917-667,Agustina Sanchez,agustina.sanchez.5@outlook.com,02-06-25,11479.54,ARS,Tienda,2
V000875,,Agustina Sánchez,AGUSTINA.SANCHEZ.5@OUTLOOK.COM,29/07/2025,6521.2,ARS,App,3
V000876,,JUAN CASTRO,,2026-07-11,164647.51,ARS,Web,2
V000877,28-876-929,Juan Castro, juan.castro.68@gmail.com ,09/01/2025,93095.04,ARS,Web,2
V000878, 23824598 ,Diego A. Fernandez, diego.agustina.fernandez.81@outlook.com ,08/03/2024,17567.29,ARS,Tienda,2
V000879,23.824.598,Diego Agustina Fernández,DIEGO.AGUSTINA.FERNANDEZ.81@OUTLOOK.COM,13/01/2025,36164.45,ARS,App,2
V000880,,DIEGO AGUSTINA FERNANDEZ, diego.agustina.fernandez.81@outlook.com ,16-01-25,29805.63,ARS,App,1
V000881,23-824-598,DIEGO AGUSTINA FERNANDEZ,,17-11-25,47229.09,ARS,Marketplace,1
V000882, 22384118 ,Maria Molina,,2024-01-14,147296.95,ARS,Tienda,1
V000883, 22384118 ,MARIA MOLINA,maria.molina.80@gmail.com,14/08/2026,74374.1,ARS,App,1
V000884,22-384-118,Maria Molina,maria.molina.80@gmail.com,24/06/2024,116384.34,ARS,Marketplace,5
V000885, 48263105 ,Pablo Acosta,,2025-08-29,58717.54,ARS,Web,1
V000886,48-263-105,Pablo Acosta,PABLO.ACOSTA.53@OUTLOOK.COM,2024-08-03,74847.78,ARS,Marketplace,5
V000887,48.263.105,Pablo Acosta,PABLO.ACOSTA.53@OUTLOOK.COM,14-02-25,68612.6,ARS,Tienda,1
V000888, 27701560 ,Gonzalo Benítez, gonzalo.benitez.81@hotmail.com ,03-03-25,12093.52,ARS,Marketplace,5
V000889,27701560,Gonzalo Benitez, gonzalo.benitez.81@hotmail.com ,2024-02-24,24473.05,ARS,Marketplace,4
V000890,27701560,Gonzalo Benitez,gonzalo.benitez.81@hotmail.com,29/08/2025,63238.76,ARS,Tienda,5
V000891,,Gonzalo Benítez, gonzalo.benitez.81@hotmail.com ,2025-03-24,11925.9,ARS,App,6
V000892,27701560,GONZALO BENITEZ, gonzalo.benitez.81@hotmail.com ,04/10/2025,24329.24,ARS,Tienda,3
V000893,35-207-532,Rocio Silva, rocio.silva.12@hotmail.com ,15/08/2026,6675.07,ARS,Tienda,1
V000894,35.207.532,Rocio Silva,ROCIO.SILVA.12@HOTMAIL.COM,2025-01-07,8879.44,ARS,Web,3
V000895,35.207.532,Rocio Silva, rocio.silva.12@hotmail.com ,21-01-25,19701.09,ARS,Marketplace,3
V000896,42637915,Lucia Perez,lucia.perez.32@hotmail.com,2026-02-14,5868.51,ARS,Marketplace,2
V000897,,Lucia Perez,lucia.perez.32@hotmail.com,03/08/2024,67345.96,ARS,Web,1
V000898,35.315.778,Natalia Romero, natalia.romero.78@gmail.com ,17/09/2024,31687.04,ARS,App,1
V000899,35.315.778,Natalia Romero,natalia.romero.78@gmail.com,12-04-24,10783.72,ARS,Web,2
V000900, 20568672 ,Tomás Daniela Martínez,TOMAS.DANIELA.MARTINEZ.12@GMAIL.COM,08/02/2025,78991.79,ARS,Tienda,1
V000901,20568672,Tomás Daniela Martínez,TOMAS.DANIELA.MARTINEZ.12@GMAIL.COM,30-07-25,46881.21,ARS,Tienda,1
V000902, 40854800 ,MARIA ANDRES ROMERO,maria.andres.romero.57@hotmail.com,16-07-26,56327.31,ARS,Marketplace,1
V000903,40854800,Maria A. Romero,MARIA.ANDRES.ROMERO.57@HOTMAIL.COM,18-08-26,10094.36,ARS,Marketplace,3
V000904, 40854800 ,Maria Andres Romero,MARIA.ANDRES.ROMERO.57@HOTMAIL.COM,27/01/2024,95222.9,ARS,App,2
V000905,,María Andrés Díaz, maria.andres.diaz.25@empresa.com.ar ,31-10-24,11902.83,ARS,Marketplace,1
V000906, 31845329 ,Maria Andres Diaz,maria.andres.diaz.25@empresa.com.ar,27/03/2026,43088.85,ARS,App,1
V000907, 39484154 ,Franco Rodriguez,FRANCO.RODRIGUEZ.75@GMAIL.COM,2024-02-10,13494.84,ARS,Marketplace,1
V000908,39-484-154,Franco Rodriguez,FRANCO.RODRIGUEZ.75@GMAIL.COM,17/08/2026,16916.57,ARS,App,2
V000909,24226076,Matias Romero,MATIAS.ROMERO.39@GMAIL.COM,02/10/2025,14644.02,ARS,App,1
V000910,24226076,Matias Romero,matias.romero.39@gmail.com,2025-01-16,100515.18,ARS,App,2
V000911,24-226-076,Matias Romero,matias.romero.39@gmail.com,03-09-24,26504.86,ARS,Marketplace,1
V000912,24-226-076,MATIAS ROMERO,MATIAS.ROMERO.39@GMAIL.COM,25/07/2024,18145.38,ARS,Marketplace,2
V000913,35.773.575,Rocio Ramirez,ROCIO.RAMIREZ.71@GMAIL.COM,05-10-25,58740.69,ARS,Web,3
V000914,35-773-575,Rocio Ramirez,ROCIO.RAMIREZ.71@GMAIL.COM,27/05/2024,100288.73,ARS,Marketplace,3
V000915,35-773-575,ROCIO RAMIREZ,rocio.ramirez.71@gmail.com,14/11/2024,64152.18,ARS,Web,1
V000916,35-841-675,CAMILA ROJAS, camila.rojas.41@hotmail.com ,2026-06-11,20867.82,ARS,Web,3
V000917,,Paula Lopez,PAULA.LOPEZ.52@HOTMAIL.COM,2024-09-08,12.37,USD,Web,3
V000918,35-769-560,Paula Lopez, paula.lopez.52@hotmail.com ,2025-10-21,78498.02,ARS,Tienda,2
V000919,39-841-977,Diego Diaz,diego.diaz.7@gmail.com,2025-02-03,10588.78,ARS,App,1
V000920,39.841.977,Diego Díaz,diegodiaz7@gmail.com,2025-11-05,39692.87,ARS,Marketplace,2
V000921, 39132977 ,Valentina Acosta,,28-04-25,260027.62,ARS,Marketplace,3
V000922,39-132-977,VALENTINA ACOSTA,valentina.acosta.65@hotmail.com,19-03-24,469516.97,ARS,Marketplace,2
V000923,25.342.306,Florencia Maria Silva, florencia.maria.silva.27@gmail.com ,2024-09-05,111667.06,ARS,Web,2
V000924,25.342.306,FLORENCIA MARIA SILVA,FLORENCIA.MARIA.SILVA.27@GMAIL.COM,06/12/2025,148870.07,ARS,Marketplace,2
V000925, 25342306 ,Florencia María Silva, florencia.maria.silva.27@gmail.com ,2024-11-13,106071.05,ARS,Tienda,1
V000926,25.342.306,Florencia Maria Silva, florencia.maria.silva.27@gmail.com ,24/07/2024,407524.2,ARS,Web,2
V000927,25-342-306,Florencia María Silva,florencia.maria.silva.27@gmail.com,2026-05-19,87262.47,ARS,Web,2
V000928,22.799.665,Leandro J. Perez,LEANDRO.JUAN.PEREZ.84@EMPRESA.COM.AR,07/11/2024,9174.4,ARS,Marketplace,1
V000929,22799665,Leandro J. Perez, leandro.juan.perez.84@empresa.com.ar ,03/08/2025,50086.19,ARS,Tienda,5
V000930,22-799-665,Leandro J. Perez,,17-07-25,29.19,USD,App,2
V000931,42.448.939,Diego Rojas, diego.rojas.9@gmail.com ,2024-01-04,21745.61,ARS,Marketplace,5
V000932,42-448-939,Diego Rojas, diego.rojas.9@gmail.com ,2025-10-02,44032.28,ARS,Marketplace,2
V000933,42.448.939,Diego Rojas,diego.rojas.9@gmail.com,2026-06-23,20086.3,ARS,Web,4
V000934,22-710-041,Andres Fernandez, andres.fernandez.88@hotmail.com ,02/06/2024,23050.06,ARS,Marketplace,1
V000935,22-710-041,Andres Fernandez,andres.fernandez.88@hotmail.com,06/04/2025,52.95,USD,Web,3
V000936,22710041,Andres Fernandez,andres.fernandez.88@hotmail.com,21-02-24,14668.63,ARS,App,1
V000937,22-710-041,Andres Fernandez, andres.fernandez.88@hotmail.com ,20/05/2024,49526.49,ARS,Web,3
V000938,46-741-240,Laura Carlos Medina, laura.carlos.medina.95@empresa.com.ar ,25-06-26,8636.29,ARS,Marketplace,4
